City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
223,fort bragg,35.139,-79.006,25.110000000000014,85,75,3.09,US,1722412528
224,tolanaro,-25.0319,46.9987,23.08000000000004,66,0,5.11,MG,1722412529
225,tadine,-21.55,167.8833,19.379999999999995,76,100,4.51,NC,1722412530
226,baardheere,2.3446,42.2764,30.460000000000036,45,37,7.97,SO,1722412531
227,nova vicosa,-17.8919,-39.3719,22.090000000000032,85,58,4.84,BR,1722412533
228,happy valley-goose bay,53.3168,-60.3315,15.170000000000016,88,75,1.54,CA,1722412534
229,kununurra,-15.7667,128.7333,30.99000000000001,22,3,4.12,AU,1722412535
230,kadugli,11.0167,29.7167,23.680000000000007,88,98,2.91,SD,1722412536
231,gunjur,13.2019,-16.7339,24.04000000000002,94,75,1.54,GM,1722412538
232,saldanha,-33.0117,17.9442,7.03000000000003,67,4,5.88,ZA,1722412539
233,new plymouth,-39.0667,174.0833,10.450000000000045,100,100,9.22,NZ,1722412540
234,sovetskaya gavan',48.9723,140.2878,19.189999999999998,69,0,2.99,RU,1722412541
235,cao bang,22.6667,106.25,26.430000000000007,96,100,1.83,VN,1722412543
236,zastavna,48.5231,25.8437,23.689999999999998,39,12,4.6,UA,1722412544
237,levuka,50.1834,-105.4011,12.900000000000034,59,5,0.31,CA,1722412545
238,new norfolk,-42.7826,147.0587,9.840000000000032,86,72,0.68,AU,1722412546
239,kodiak,57.79,-152.4072,14.730000000000018,58,0,5.14,US,1722412548
240,batyrevo,55.0675,47.6111,21.860000000000014,55,87,2.95,RU,1722412552
241,pisco,-13.7,-76.2167,16.03000000000003,88,100,1.54,PE,1722412553
242,dombarovskiy,50.7587,59.5386,31.970000000000027,21,37,6.0,RU,1722412554
243,sofifi,0.7349,127.576,27.689999999999998,79,100,3.03,ID,1722412555
244,taoudenni,22.6783,-3.9836,37.210000000000036,7,3,6.08,ML,1722412556
245,yoko,5.5333,12.3167,18.920000000000016,97,100,2.05,CM,1722412558
246,bikenibeu village,1.3673,173.1241,29.980000000000018,79,20,2.06,KI,1722412559
247,ma'rib,15.4591,45.3253,35.170000000000016,20,100,4.3,YE,1722412562
248,remontnoye,46.5614,43.6501,27.930000000000007,31,1,7.31,RU,1722412563
249,charcas,23.1333,-101.1167,15.660000000000025,89,77,4.58,MX,1722412564
250,kongolo,-5.3833,27.0,32.25,13,0,2.46,CD,1722412565
251,afaahiti,-17.75,-149.2833,20.930000000000007,57,6,9.86,PF,1722412302
252,kasempa,-13.4584,25.8338,25.660000000000025,14,3,4.26,ZM,1722412568
253,visakhapatnam,17.69,83.2093,34.94,49,40,7.2,IN,1722412392
254,island harbour,50.724,-1.2758,22.390000000000043,78,18,2.24,GB,1722412570
255,badger,64.8,-147.5333,12.140000000000043,89,75,3.6,US,1722412571
256,puerto san jose,13.9256,-90.8244,25.30000000000001,85,40,2.43,GT,1722412573
257,nyurba,63.2842,118.3319,14.150000000000034,48,100,2.95,RU,1722412574
258,carbonear,47.7332,-53.2148,22.640000000000043,97,100,4.52,CA,1722412575
259,hamilton,39.1834,-84.5333,23.82000000000005,90,0,2.68,US,1722412286
260,sandnessjoen,66.0217,12.6316,17.29000000000002,77,40,1.54,NO,1722412578
261,margate,51.3813,1.3862,22.950000000000045,77,100,5.63,GB,1722412579
262,vernon,50.2581,-119.2691,21.74000000000001,52,0,1.03,CA,1722412580
263,ditrau,46.8167,25.5167,20.629999999999995,50,0,0.4,RO,1722412581
264,al kharijah,25.4514,30.5464,37.14000000000004,14,46,2.88,EG,1722412583
265,bac lieu,9.285,105.7244,30.210000000000036,71,100,6.48,VN,1722412584
266,axim,4.8699,-2.2405,24.150000000000034,86,100,3.61,GH,1722412585
267,sinjar,36.3209,41.8754,35.5,22,0,4.61,IQ,1722412586
268,caycuma,41.4264,32.0756,23.78000000000003,64,75,2.57,TR,1722412588
269,hastings,50.8552,0.5729,22.960000000000036,87,100,5.16,GB,1722412589
270,ati,13.2154,18.3353,25.660000000000025,81,99,5.09,TD,1722412590
271,alaghsas,17.0187,8.0168,26.939999999999998,69,0,5.66,NE,1722412591
272,zhangye,38.9342,100.4517,37.370000000000005,9,36,7.24,CN,1722412593
273,ambon,-3.6954,128.1814,27.08000000000004,78,75,3.09,ID,1722412594
274,page,36.9147,-111.4558,30.879999999999995,10,0,2.06,US,1722412595
275,delyatyn,48.5235,24.6247,23.03000000000003,39,7,1.0,UA,1722412596
276,jayapura,-2.5333,140.7,29.660000000000025,84,100,2.27,ID,1722412598
277,ginir,7.1333,40.7,20.150000000000034,62,93,4.78,ET,1722412599
278,pariaman,-0.619,100.12,32.03000000000003,68,100,3.38,ID,1722412600
279,nuuk,64.1835,-51.7216,1.6000000000000227,100,100,5.36,GL,1722412601
280,klamath falls,42.2249,-121.7817,17.950000000000045,67,0,3.09,US,1722412568
281,tual,-5.6667,132.75,25.660000000000025,87,36,9.34,ID,1722412604
282,puerto santa,-8.9906,-78.6456,16.150000000000034,90,1,0.8,PE,1722412605
283,kavieng,-2.5744,150.7967,28.640000000000043,76,60,5.64,PG,1722412453
284,safi,32.1667,-8.8333,24.04000000000002,65,27,4.9,MA,1722412609
285,queenstown,-31.8976,26.8753,8.5,33,0,1.17,ZA,1722412610
286,yambio,4.5721,28.3955,24.49000000000001,78,100,1.49,SS,1722412611
287,beberibe,-4.1797,-38.1306,21.180000000000007,92,19,2.79,BR,1722412613
288,klaeng,12.7797,101.6483,32.19,83,100,2.63,TH,1722412614
289,sinabang,2.4803,96.3801,30.870000000000005,64,69,1.54,ID,1722412571
290,roquetas de mar,36.7642,-2.6148,28.120000000000005,73,0,3.17,ES,1722412616
291,bam,29.106,58.357,40.06,15,80,3.12,IR,1722412617
292,stanley,54.868,-1.6985,16.510000000000048,76,75,0.51,GB,1722412619
293,qarauyl,48.9451,79.255,30.04000000000002,22,0,4.38,KZ,1722412620
294,aweil,8.7682,27.4002,26.74000000000001,69,96,3.42,SS,1722412621
295,pak phanang,8.3511,100.202,32.01000000000005,59,100,4.84,TH,1722412623
296,saudarkrokur,65.7461,-19.6394,12.770000000000039,74,100,2.91,IS,1722412624
297,cabo san lucas,22.8909,-109.9124,29.860000000000014,55,1,4.66,MX,1722412625
298,howrah,22.5892,88.3103,31.0,84,75,5.14,IN,1722412626
299,pagar alam,-4.0167,103.2667,29.77000000000004,44,97,1.95,ID,1722412628
300,dogubayazit,39.5469,44.0842,25.110000000000014,37,0,2.64,TR,1722412629
301,remire-montjoly,4.9167,-52.2667,24.02000000000004,100,40,0.51,GF,1722412630
302,touros,-5.1989,-35.4608,22.02000000000004,93,66,5.96,BR,1722412461
303,alice springs,-23.7,133.8833,18.75,15,0,4.63,AU,1722412618
304,khandyga,62.6667,135.6,12.430000000000007,76,86,2.77,RU,1722412634
305,el haouaria,37.05,11.0144,29.010000000000048,65,0,5.16,TN,1722412635
306,hithadhoo,-0.6,73.0833,29.120000000000005,76,100,4.23,MV,1722412636
307,midar,34.9403,-3.5331,23.58000000000004,50,45,1.98,MA,1722412637
308,lazaro cardenas,17.9583,-102.2,25.03000000000003,87,100,1.78,MX,1722412639
309,gazojak,41.1875,61.4036,37.400000000000034,10,0,5.6,TM,1722412640
310,mariehamn,60.0973,19.9348,15.920000000000016,82,70,2.06,AX,1722412641
311,humaita,-7.5061,-63.0208,21.340000000000032,58,3,0.77,BR,1722412643
312,berezovo,63.9381,65.0419,22.660000000000025,46,16,3.7,RU,1722412644
313,freetown,8.484,-13.2299,24.340000000000032,91,100,3.4,SL,1722412645
314,pelabuhanratu,-6.9875,106.5514,29.980000000000018,65,66,3.68,ID,1722412646
315,vallenar,-28.5708,-70.7581,12.78000000000003,76,100,0.61,CL,1722412647
316,adrar,20.5022,-10.0711,33.02000000000004,22,4,3.58,MR,1722412649
317,katsuren-haebaru,26.3369,127.8719,32.27000000000004,76,0,4.12,JP,1722412650
318,cidreira,-30.1811,-50.2056,14.010000000000048,78,98,7.01,BR,1722412652
319,uturoa,-16.7333,-151.4333,23.350000000000023,57,0,10.67,PF,1722412653
320,bubaque,11.2833,-15.8333,24.83000000000004,91,100,4.82,GW,1722412368
321,issia,6.4922,-6.5856,22.33000000000004,97,100,1.5,CI,1722412655
322,lerwick,60.1545,-1.1494,13.0,76,3,4.39,GB,1722412656
323,peno,56.9262,32.7426,15.590000000000032,92,100,3.78,RU,1722412658
324,cam pha mines,21.0167,107.3,26.03000000000003,93,100,3.66,VN,1722412659
325,kuta,-8.7233,115.1723,29.970000000000027,79,40,4.12,ID,1722412660
326,santarem,-2.4431,-54.7083,24.07000000000005,94,0,1.03,BR,1722412661
327,kormilovka,55.0026,74.1028,25.200000000000045,56,100,3.78,RU,1722412663
328,sosnovo-ozerskoye,52.5249,111.5418,27.970000000000027,29,43,2.68,RU,1722412664
329,kone,-21.0595,164.8658,19.410000000000025,77,100,2.46,NC,1722412665
330,tonekabon,36.8163,50.8738,28.970000000000027,88,100,2.32,IR,1722412666
